#,,Whisky,Stated Age,Strength,Size,Rating,Votes,
904,,Bowmore 1969 DT?Peerless,32,41.2 % Vol.,700 ml,92.74,33,
905,,Macallan Coronation Bottling?Cecil Beaton,,58.1 % Vol.,350 ml,92.74,26,
906,,Macallan 1966 GM?Speymalt,33,40.0 % Vol.,700 ml,92.74,22,
907,,Brora 1972 DL?Old & Rare - The Platinum Selection,29,51.0 % Vol.,700 ml,92.74,38,
908,,Macallan 1973 GM?Speymalt,,40.0 % Vol.,700 ml,92.74,46,
909,,Glenfarclas 1962?The Family Casks (Release X),,40.9 % Vol.,700 ml,92.74,37,
910,,Ardbeg 1967 SV?Vintage Collection - Dumpy,30,49.8 % Vol.,700 ml,92.74,49,
911,,The Whisky that Cannot be Named 1953 AD,50,54.3 % Vol.,700 ml,92.74,56,
912,,Springbank 30-year-old,30,46.0 % Vol.,700 ml,92.74,72,
913,,Springbank 1972 CA?Authentic Collection,20,56.5 % Vol.,700 ml,92.74,36,
914,,Macallan 1968 MM?Mission Cask Strength Series,34,40.2 % Vol.,700 ml,92.73,17,
915,,Glenfarclas 1967?The Family Casks (Release Sp15),,52.0 % Vol.,700 ml,92.73,28,
916,,Port Ellen 1983 TWA?Private Stock,27,55.6 % Vol.,700 ml,92.73,58,
917,,Macallan 1976,18,43.0 % Vol.,750 ml,92.73,24,
918,,Highland Park 1972 TB,24,55.4 % Vol.,700 ml,92.73,18,
919,,Longrow 1974,21,46.0 % Vol.,700 ml,92.73,16,
920,,Strathisla 1965 GM?Licensed Bottling,,43.0 % Vol.,700 ml,92.73,28,
921,,Glenfarclas 40-year-old Scottish Classic?Rob Roy,40,43.0 % Vol.,700 ml,92.72,27,
922,,Bunnahabhain 1966?Feis Ile 2002,35,46.1 % Vol.,700 ml,92.72,34,
923,,Brora 1976 DL?Platinum Selection,30,55.1 % Vol.,700 ml,92.72,46,
924,,Springbank 30-year-old?Dumpy Bottle,30,46.0 % Vol.,700 ml,92.72,38,
925,,Isle of Jura 1966 SV?Vintage Collection - Dumpy,30,52.6 % Vol.,700 ml,92.72,27,
926,,Ardbeg 1975 DL?Old Malt Cask,27,50.0 % Vol.,750 ml,92.72,28,
927,,MacPhail's 1938 GM?Celtic Series - Book of Kells,50,40.0 % Vol.,750 ml,92.72,27,
928,,Caol Ila 15-year-old?Bulloch Lade & Co.,15,57.0 % Vol.,750 ml,92.71,65,
929,,Springbank 1968 IM?Chieftain's Choice,40,54.0 % Vol.,700 ml,92.71,40,
930,,Longmorn 1964 GM,20,56.8 % Vol.,750 ml,92.71,19,
931,,Glenfarclas 1963?The Family Casks (Release X),,46.5 % Vol.,700 ml,92.71,24,
932,,Springbank 1969 MM,28,46.0 % Vol.,700 ml,92.71,30,
933,,Glen Garioch 1968?Individual Cask Bottling,29,56.5 % Vol.,700 ml,92.71,44,
934,,Highland Park 1973?Single Cask,33,54.4 % Vol.,750 ml,92.71,57,
935,,Macallan 1969 MM?Celtic Heartlands,35,40.3 % Vol.,700 ml,92.7,25,
936,,Glen Grant 1958 GM?Licensed Bottling,,40.0 % Vol.,700 ml,92.7,44,
937,,Karuizawa 1965?Single Cask,50,62.6 % Vol.,700 ml,92.7,26,
938,,Ardbeg 1974 MC,23,50.8 % Vol.,700 ml,92.7,28,
939,,Ardbeg 1972 DL?Old Malt Cask,28,50.0 % Vol.,700 ml,92.7,62,
940,,Ardbeg 1973 DL?The Old Malt Cask,27,50.0 % Vol.,700 ml,92.7,74,
941,,Glenfarclas 1959?Christmas Day,42,46.0 % Vol.,700 ml,92.7,17,
942,,Ardbeg 1974 DL?Old & Rare - The Platinum Selection,27,52.3 % Vol.,700 ml,92.7,29,
943,,Longmorn 1969 GM?Original Cask - Natural High Strength,19,61.5 % Vol.,750 ml,92.69,32,
944,,Strathisla 1957 GM?Licensed Bottling,,43.0 % Vol.,700 ml,92.69,32,
945,,Talisker 1957 CA?Dumpy Bottle,21,45.70 (gradi),750 ml,92.69,19,
946,,Laphroaig 10-year-old?Unblended,10,45.7 % Vol.,757 ml,92.69,32,
947,,Macallan 1972?Vintage,18,43.0 % Vol.,750 ml,92.69,54,
948,,Laphroaig 10-year-old?Islay Malt Scotch Whisky,10,40.0 % Vol.,750 ml,92.69,15,
949,,Glenfarclas 1966?The Family Casks,40,51.5 % Vol.,700 ml,92.69,51,
950,,Port Ellen Port Ellen Maltings?25th Anniversary 1973 - 1998,21,58.4 % Vol.,700 ml,92.69,61,
951,,Glen Grant 1953 GM?Celtic Series - Book of Kells,58,47.9 % Vol.,700 ml,92.69,95,
952,,Linlithgow 1973?Diageo Special Releases 2004,30,59.6 % Vol.,700 ml,92.69,185,
953,,Ardbeg 1963 GM?Connoisseurs Choice,,40.0 % Vol.,700 ml,92.69,17,
954,,Macallan 1964?The Anniversary Malt,25,43.0 % Vol.,750 ml,92.69,51,
955,,Glen Grant 1960 GM?Licensed Bottling,53,40.0 % Vol.,700 ml,92.69,35,
956,,Yamazaki 1995?The Owner's Cask,11,58.0 % Vol.,700 ml,92.68,21,
957,,Glenfarclas 1968?The Family Casks,38,65.1 % Vol.,700 ml,92.68,61,
958,,Glenfarclas 1966?The Family Casks (Release VIII),45,51.1 % Vol.,700 ml,92.68,50,
959,,Glenfarclas 1963?The Family Casks (Release VIII),48,50.4 % Vol.,700 ml,92.68,35,
960,,Ardbeg 1972 DL?Old Malt Cask,28,48.8 % Vol.,700 ml,92.68,36,
961,,Bunnahabhain 1960 DL?Old Malt Cask,39,43.4 % Vol.,700 ml,92.68,46,
962,,Laphroaig 1967 SV?Vintage Collection - Dumpy,28,50.3 % Vol.,700 ml,92.67,21,
963,,Macallan 1966 SV?Rare Reserve,34,50.0 % Vol.,700 ml,92.67,17,
964,,Macallan 1965 W&W,29,48.5 % Vol.,750 ml,92.67,24,
965,,Highland Park 1973?Edition Two,,44.9 % Vol.,700 ml,92.67,15,
966,,Highland Park 1976?Orcadian Vintage Series,,49.1 % Vol.,700 ml,92.67,23,
967,,Laphroaig 1969 SeS?Ship Label - Cork Stopper,16,53.2 % Vol.,750 ml,92.67,17,
968,,Glen Garioch 1968?Individual Cask Bottling,34,55.3 % Vol.,700 ml,92.67,15,
969,,Glen Gordon 1957,,40.0 % Vol.,700 ml,92.67,34,
970,,Glenfarclas 1962?The Family Casks (Release VI),,55.7 % Vol.,700 ml,92.67,17,
971,,Brora 1978?200th Anniversary,40,49.2 % Vol.,700 ml,92.67,50,
972,,Linkwood 1954 GM?Rare Vintage,56,40.0 % Vol.,700 ml,92.67,33,
973,,Glen Grant 1949 GM?Licensed Bottling,,40.0 % Vol.,750 ml,92.67,38,
974,,Miltonduff 1969 GM?Rare Vintage,,43.0 % Vol.,700 ml,92.67,120,
975,,Laphroaig 1976?Vintage,,43.0 % Vol.,750 ml,92.67,44,
976,,Glenfarclas 1968?The Family Casks (Release VI),42,49.5 % Vol.,700 ml,92.66,35,
977,,Brora 10th Release?Diageo Special Releases 2011,32,54.7 % Vol.,700 ml,92.66,300,
978,,Bowmore 1968 DT?The Whisky Fair,35,40.5 % Vol.,700 ml,92.66,67,
979,,Macallan 10-year-old?Full Proof,10,57.0 % Vol.,750 ml,92.66,210,
980,,Bowmore 1968 SV?Vintage Collection - Rare Reserve,32,46.0 % Vol.,700 ml,92.66,40,
981,,Glengoyne 1969?Single Cask 1,,51.6 % Vol.,700 ml,92.66,31,
982,,Macallan 1962?Pure Highland Malt Scotch Whisky,,45.85 % Vol.,750 ml,92.66,82,
983,,Macallan 1968 SV?Vintage Collection - Dumpy,26,47.2 % Vol.,700 ml,92.65,22,
984,,Macallan Cask 888?Decanter,,48.8 % Vol.,700 ml,92.65,22,
985,,Glen Grant 1954 GM?Licensed Bottling,,40.0 % Vol.,700 ml,92.65,20,
986,,Lagavulin 1985?Diageo Special Releases 2007,21,56.5 % Vol.,750 ml,92.64,48,
987,,Brora 1970 DL?Old & Rare - The Platinum Selection,34,56.9 % Vol.,700 ml,92.64,26,
988,,Bowmore 1965 Ses,20,49.1 % Vol.,750 ml,92.64,47,
989,,Glenlivet 1959 GM?Private Collection,50,47.5 % Vol.,700 ml,92.64,26,
990,,Clynelish 12-year-old?Ainslie & Heilbron,12,56.9 % Vol.,750 ml,92.64,29,
991,,Glen Garioch 1973?Single Cask,40,54.3 % Vol.,700 ml,92.64,62,
992,,Macallan 1971 BR,,43.0 % Vol.,750 ml,92.64,16,
993,,Ardbeg 1974 CA?Authentic Collection - 150th Anniversary Bottling,18,54.9 % Vol.,750 ml,92.64,28,
994,,Redbreast 27-year-old,27,53.6 % Vol.,700 ml,92.64,24,
995,,Lagavulin 1978 Kb,14,64.7 % Vol.,700 ml,92.64,26,
996,,Karuizawa 1977?Geisha Label,,65.9 % Vol.,700 ml,92.64,24,
997,,Springbank 1993 FtF,,53.3 % Vol.,700 ml,92.63,37,
998,,Glenglassaugh 1973?Seek the Ultimate,39,46.3 % Vol.,700 ml,92.63,18,
999,,Ardbeg 1974 WM?Barrel Selection,18,54.6 % Vol.,700 ml,92.63,28,
1000,,Macallan 1967 GM?Speymalt,40,43.0 % Vol.,700 ml,92.63,22,
